interaction,total,uterine_carcinosarcoma,kidney_papillary_cell_carcinoma,kidney_chromophobe,kidney_clear_cell_carcinoma,brain_lower_grade_glioma,glioblastoma_multiforme,testicular_germ_cell_tumor,liver_hepatocellular_carcinoma,prostate_adenocarcinoma,lung_squamous_cell_carcinoma,lung_adenocarcinoma,breast_invasive_carcinoma,ovarian_serous_cystadenocarcinoma,skin_cutaneous_melanoma,pancreatic_adenocarcinoma,colon_adenocarcinoma,esophageal_carcinoma,stomach_adenocarcinoma
GLS2+SLC1A7-GRM5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS2+SLC1A7-GRM6,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS2+SLC1A7-GRM7,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS2+SLC1A7-GRIK2+GRIK4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS2+SLC1A7-GRIK2+GRIK5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS2+SLC1A3-GRIK3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS2+SLC1A3-GRIK3+GRIK4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS2+SLC1A3-GRIK3+GRIK5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS2+SLC1A3-GRIN1+GRIN2B,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS2+SLC1A3-GRIN1+GRIN2D,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS2+SLC1A3-GRM1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS2+SLC1A7-GRIN1+GRIN2D,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS2+SLC1A7-GRM1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS2+SLC1A6-GRIK2+GRIK4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS2+SLC1A3-GRM2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS2+SLC1A3-GRM3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS2+SLC1A3-GRM5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS2+SLC1A3-GRM6,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS2+SLC1A3-GRM7,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS2+SLC1A3-GRM8,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS2+SLC1A6-GRIA1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GDF5-ACVR2A+BMPR1A,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GDF5-ACVR2A+BMPR1B,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GDF5-ACVR2B+BMPR1A,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SHMT2+SLC6A9-GLRA2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GAS6-TYRO3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GDF1-ACVR1B+ACVR2B,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GDF10-ACVR1B+ACVR2B,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS2+SLC1A7-GRM8,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GDF6-ACVR2A+BMPR1A,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GDF6-ACVR2A+BMPR1B,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GDF6-ACVR2B+BMPR1B,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GDF6-BMPR1A+BMPR2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GDF11-ACVR2B+TGFBR1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GDF2-ACVR2A+ACVRL1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GDF2-ACVRL1+BMPR2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GDF3-ACVR1B+ACVR2B,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS2+SLC1A6-GRM3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS2+SLC1A6-GRM4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS2+SLC1A6-GRM5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS2+SLC1A6-GRM6,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS2+SLC1A6-GRM7,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS2+SLC1A6-GRM8,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GDF5-ACVR2B+BMPR1B,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GDF5-BMPR1B+BMPR2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS2+SLC1A7-GRIA3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS2+SLC1A7-GRIA4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS2+SLC1A7-GRIK1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS2+SLC1A7-GRIK1+GRIK4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS2+SLC1A7-GRIK1+GRIK5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS2+SLC1A7-GRIK2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS2+SLC1A6-GRM1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS2+SLC1A6-GRM2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS2+SLC17A6-GRM2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS2+SLC17A6-GRM3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS2+SLC17A6-GRM4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS2+SLC17A6-GRM5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS2+SLC17A6-GRM6,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS2+SLC17A6-GRIK2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS2+SLC17A6-GRIK2+GRIK4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS2+SLC17A6-GRIK2+GRIK5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS2+SLC17A7-GRIA2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS2+SLC17A7-GRIA3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS2+SLC17A7-GRIA4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS2+SLC17A7-GRIK1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS2+SLC17A7-GRIK1+GRIK4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS2+SLC17A6-GRIN1+GRIN2C,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS2+SLC17A6-GRIN1+GRIN2D,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS2+SLC17A6-GRM1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS2+SLC17A7-GRIK2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS2+SLC17A7-GRIK2+GRIK4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS2+SLC17A7-GRIK2+GRIK5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS2+SLC17A7-GRIK3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS2+SLC17A7-GRIK3+GRIK4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS2+SLC17A7-GRIK3+GRIK5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS2+SLC17A6-GRM7,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS2+SLC17A6-GRM8,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SHMT1+SLC6A5-GLRA1+GLRB,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SHMT1+SLC6A5-GLRA2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SHMT1+SLC6A9-GLRA1+GLRB,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SHMT1+SLC6A9-GLRA2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS+SLC1A7-GRIK1+GRIK4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS+SLC1A7-GRIK1+GRIK5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS+SLC1A7-GRIK2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS2+SLC17A7-GRIK1+GRIK5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GDF7-ACVR2B+BMPR1B,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GDF9-BMPR2+TGFBR1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MSTN-ACVR1B+ACVR2B,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MSTN-ACVR2A+TGFBR1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
IGFL1-IGFLR1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
IGFL2-IGFLR1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
IGFL3-IGFLR1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
IFNA1-IFNAR1+IFNAR2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HLA-C-KIR2DL3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HLA-E-KLRC1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MSTN-ACVR2B+TGFBR1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GHRH-GHRHR,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GHRL-GHRHR,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GHRL-GHSR,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HDC-HRH1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GDF7-ACVR2B+BMPR1A,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HLA-F-KIR3DL2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HLA-F-KIR3DS1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HDC-HRH2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
